2023-02-01 21:30:29,046: INFO _welcome-362 Bot: Love_is [@KuklaVudu_bot]
2023-02-01 21:30:29,046: INFO start_polling-358 Start polling.
2023-02-01 21:31:29,795: INFO start_handler-23 662527068 Любовь Wed Feb  1 21:31:29 2023
